state,year,quarter,stressor,pct_affected
Oregon,2021,Q2,Unknown Causes,1.8
Oregon,2021,Q2,Varroa Mites,17.2
Oregon,2021,Q3,Disease,3.4
Oregon,2021,Q3,Other Causes,9.6
Oregon,2021,Q3,Pesticides,10.9
Oregon,2021,Q3,Pests (Excl Varroa Mites),8.4
Oregon,2021,Q3,Unknown Causes,1.3
Oregon,2021,Q3,Varroa Mites,39.4
Oregon,2021,Q4,Disease,8.7
Oregon,2021,Q4,Other Causes,1.3
Oregon,2021,Q4,Pesticides,2
Oregon,2021,Q4,Pests (Excl Varroa Mites),23.3
Oregon,2021,Q4,Varroa Mites,28.8
Oregon,2022,Q1,Disease,0
Oregon,2022,Q1,Pesticides,1.4
Oregon,2022,Q1,Pests (Excl Varroa Mites),0
Oregon,2022,Q1,Unknown Causes,1.1
Oregon,2022,Q1,Varroa Mites,11.4
Oregon,2022,Q2,Disease,9.5
Oregon,2022,Q2,Other Causes,17.5
Oregon,2022,Q2,Pesticides,16.1
Oregon,2022,Q2,Pests (Excl Varroa Mites),23.2
Oregon,2022,Q2,Varroa Mites,57.3
Oregon,2022,Q3,Disease,6.1
Oregon,2022,Q3,Other Causes,12.7
Oregon,2022,Q3,Pesticides,4.3
Oregon,2022,Q3,Pests (Excl Varroa Mites),10
Oregon,2022,Q3,Unknown Causes,0.5
Oregon,2022,Q3,Varroa Mites,32
Oregon,2022,Q4,Disease,19.8
Oregon,2022,Q4,Other Causes,3.3
Oregon,2022,Q4,Pesticides,15.8
Oregon,2022,Q4,Pests (Excl Varroa Mites),25.5
Oregon,2022,Q4,Unknown Causes,1.7
Oregon,2022,Q4,Varroa Mites,63.4
Oregon,2023,Q1,Disease,6
Oregon,2023,Q1,Other Causes,11.4
Oregon,2023,Q1,Pests (Excl Varroa Mites),13.1
Oregon,2023,Q1,Unknown Causes,2
Oregon,2023,Q1,Varroa Mites,28.7
Oregon,2023,Q2,Disease,3.5
Oregon,2023,Q2,Other Causes,4.3
Oregon,2023,Q2,Pesticides,14.3
Oregon,2023,Q2,Pests (Excl Varroa Mites),9.3
Oregon,2023,Q2,Varroa Mites,27.9
Oregon,2023,Q3,Disease,26.6
Oregon,2023,Q3,Other Causes,26.4
Oregon,2023,Q3,Pesticides,24.2
Oregon,2023,Q3,Pests (Excl Varroa Mites),21.2
Oregon,2023,Q3,Unknown Causes,1.2
Oregon,2023,Q3,Varroa Mites,64
Oregon,2023,Q4,Disease,3
Oregon,2023,Q4,Other Causes,0.7
Oregon,2023,Q4,Pesticides,0.5
Oregon,2023,Q4,Pests (Excl Varroa Mites),2.5
Oregon,2023,Q4,Unknown Causes,1.4
Oregon,2023,Q4,Varroa Mites,51.1
Oregon,2024,Q1,Disease,22.6
Oregon,2024,Q1,Other Causes,0
Oregon,2024,Q1,Pesticides,22.3
Oregon,2024,Q1,Pests (Excl Varroa Mites),1.5
Oregon,2024,Q1,Varroa Mites,24.3
Oregon,2024,Q2,Disease,3.5
Oregon,2024,Q2,Pesticides,2.2
Oregon,2024,Q2,Pests (Excl Varroa Mites),0.9
Oregon,2024,Q2,Unknown Causes,0
Oregon,2024,Q2,Varroa Mites,5.3
Oregon,2024,Q3,Disease,7
Oregon,2024,Q3,Other Causes,2.5
Oregon,2024,Q3,Pesticides,19.5
Oregon,2024,Q3,Pests (Excl Varroa Mites),3.8
Oregon,2024,Q3,Varroa Mites,66.2
Oregon,2024,Q4,Pesticides,3.9
Oregon,2024,Q4,Pests (Excl Varroa Mites),1.1
Oregon,2024,Q4,Unknown Causes,1.6
Oregon,2024,Q4,Varroa Mites,45.8
Oregon,2025,Q1,Disease,2
Oregon,2025,Q1,Other Causes,0
Oregon,2025,Q1,Pests (Excl Varroa Mites),0
Oregon,2025,Q1,Unknown Causes,2
Oregon,2025,Q1,Varroa Mites,27.2
Oregon,2025,Q2,Disease,6.6
Oregon,2025,Q2,Other Causes,13.8
Oregon,2025,Q2,Pesticides,10.7
Oregon,2025,Q2,Unknown Causes,1
Oregon,2025,Q2,Varroa Mites,10.2
Pennsylvania,2015,Q1,Disease,1.9
Pennsylvania,2015,Q1,Other Causes,17.8
Pennsylvania,2015,Q1,Pesticides,1.9
Pennsylvania,2015,Q1,Pests (Excl Varroa Mites),6.3
Pennsylvania,2015,Q1,Unknown Causes,6.3
Pennsylvania,2015,Q1,Varroa Mites,28.1
Pennsylvania,2015,Q2,Disease,2.6
Pennsylvania,2015,Q2,Other Causes,6.7
Pennsylvania,2015,Q2,Pesticides,1.6
Pennsylvania,2015,Q2,Pests (Excl Varroa Mites),5.8
Pennsylvania,2015,Q2,Unknown Causes,2.1
Pennsylvania,2015,Q2,Varroa Mites,11.4
Pennsylvania,2015,Q3,Disease,3.7
Pennsylvania,2015,Q3,Other Causes,7.2
Pennsylvania,2015,Q3,Pesticides,5.1
Pennsylvania,2015,Q3,Pests (Excl Varroa Mites),11.3
Pennsylvania,2015,Q3,Unknown Causes,0.8
Pennsylvania,2015,Q3,Varroa Mites,45.1
Pennsylvania,2015,Q4,Disease,1
Pennsylvania,2015,Q4,Other Causes,0.8
Pennsylvania,2015,Q4,Pesticides,0.3
Pennsylvania,2015,Q4,Pests (Excl Varroa Mites),4.3
Pennsylvania,2015,Q4,Unknown Causes,1
Pennsylvania,2015,Q4,Varroa Mites,32.2
Pennsylvania,2016,Q1,Disease,0.3
Pennsylvania,2016,Q1,Other Causes,5.5
Pennsylvania,2016,Q1,Pesticides,3.8
Pennsylvania,2016,Q1,Pests (Excl Varroa Mites),4.3
Pennsylvania,2016,Q1,Unknown Causes,4.6
Pennsylvania,2016,Q1,Varroa Mites,44.8
Pennsylvania,2016,Q2,Disease,2.4
Pennsylvania,2016,Q2,Other Causes,4.6
Pennsylvania,2016,Q2,Pesticides,3.6
Pennsylvania,2016,Q2,Pests (Excl Varroa Mites),3.9
Pennsylvania,2016,Q2,Unknown Causes,0.9
Pennsylvania,2016,Q2,Varroa Mites,18.7
Pennsylvania,2016,Q3,Disease,1.6
Pennsylvania,2016,Q3,Other Causes,2.8
Pennsylvania,2016,Q3,Pesticides,4.3
Pennsylvania,2016,Q3,Pests (Excl Varroa Mites),7.7
Pennsylvania,2016,Q3,Unknown Causes,1.2
Pennsylvania,2016,Q3,Varroa Mites,27.3
Pennsylvania,2016,Q4,Disease,1
Pennsylvania,2016,Q4,Other Causes,4.9
Pennsylvania,2016,Q4,Pesticides,2.8
Pennsylvania,2016,Q4,Pests (Excl Varroa Mites),2.6
Pennsylvania,2016,Q4,Unknown Causes,3.1
Pennsylvania,2016,Q4,Varroa Mites,18.7
Pennsylvania,2017,Q1,Disease,0.8
Pennsylvania,2017,Q1,Other Causes,3.6
Pennsylvania,2017,Q1,Pesticides,2.9
Pennsylvania,2017,Q1,Pests (Excl Varroa Mites),2.4
Pennsylvania,2017,Q1,Unknown Causes,7.2
Pennsylvania,2017,Q1,Varroa Mites,20.9
Pennsylvania,2017,Q2,Disease,0.7
Pennsylvania,2017,Q2,Other Causes,2.4
Pennsylvania,2017,Q2,Pesticides,1.5
Pennsylvania,2017,Q2,Pests (Excl Varroa Mites),1
Pennsylvania,2017,Q2,Unknown Causes,1.5
Pennsylvania,2017,Q2,Varroa Mites,13.5
Pennsylvania,2017,Q3,Disease,2.7
Pennsylvania,2017,Q3,Other Causes,2.2
Pennsylvania,2017,Q3,Pesticides,3.7
Pennsylvania,2017,Q3,Pests (Excl Varroa Mites),5.7
Pennsylvania,2017,Q3,Unknown Causes,0.9
Pennsylvania,2017,Q3,Varroa Mites,41.4
Pennsylvania,2017,Q4,Disease,1
Pennsylvania,2017,Q4,Other Causes,2.9
Pennsylvania,2017,Q4,Pesticides,6.9
Pennsylvania,2017,Q4,Pests (Excl Varroa Mites),5.4
Pennsylvania,2017,Q4,Unknown Causes,2.3
Pennsylvania,2017,Q4,Varroa Mites,44.7
Pennsylvania,2018,Q1,Disease,3.3
Pennsylvania,2018,Q1,Other Causes,5.9
Pennsylvania,2018,Q1,Pesticides,9.3
Pennsylvania,2018,Q1,Pests (Excl Varroa Mites),5.6
Pennsylvania,2018,Q1,Unknown Causes,9.9
Pennsylvania,2018,Q1,Varroa Mites,34.4
Pennsylvania,2018,Q2,Disease,2.2
Pennsylvania,2018,Q2,Other Causes,1.6
Pennsylvania,2018,Q2,Pesticides,2
Pennsylvania,2018,Q2,Pests (Excl Varroa Mites),16
Pennsylvania,2018,Q2,Unknown Causes,1.9
Pennsylvania,2018,Q2,Varroa Mites,31.3
Pennsylvania,2018,Q3,Disease,1.9
Pennsylvania,2018,Q3,Other Causes,1.7
Pennsylvania,2018,Q3,Pesticides,1.6
Pennsylvania,2018,Q3,Pests (Excl Varroa Mites),8.1
Pennsylvania,2018,Q3,Unknown Causes,2.6
Pennsylvania,2018,Q3,Varroa Mites,23.5
Pennsylvania,2018,Q4,Disease,6.7
Pennsylvania,2018,Q4,Other Causes,7.8
Pennsylvania,2018,Q4,Pesticides,13
Pennsylvania,2018,Q4,Pests (Excl Varroa Mites),10.7
Pennsylvania,2018,Q4,Unknown Causes,5.4
Pennsylvania,2018,Q4,Varroa Mites,26.9
Pennsylvania,2019,Q1,Disease,3.7
Pennsylvania,2019,Q1,Other Causes,7.5
Pennsylvania,2019,Q1,Pesticides,4
Pennsylvania,2019,Q1,Pests (Excl Varroa Mites),4.6
Pennsylvania,2019,Q1,Unknown Causes,9.5
Pennsylvania,2019,Q1,Varroa Mites,15.3
Pennsylvania,2019,Q3,Disease,1.8
Pennsylvania,2019,Q3,Other Causes,1.5
Pennsylvania,2019,Q3,Pesticides,5
Pennsylvania,2019,Q3,Pests (Excl Varroa Mites),8.8
Pennsylvania,2019,Q3,Unknown Causes,5.6
Pennsylvania,2019,Q3,Varroa Mites,23.4
Pennsylvania,2019,Q4,Disease,1
Pennsylvania,2019,Q4,Other Causes,2.3
Pennsylvania,2019,Q4,Pesticides,3.2
Pennsylvania,2019,Q4,Pests (Excl Varroa Mites),4.6
Pennsylvania,2019,Q4,Unknown Causes,2.9
Pennsylvania,2019,Q4,Varroa Mites,33.2
Pennsylvania,2020,Q1,Disease,2.8
Pennsylvania,2020,Q1,Other Causes,2.7
Pennsylvania,2020,Q1,Pesticides,1.8
Pennsylvania,2020,Q1,Pests (Excl Varroa Mites),3.9
Pennsylvania,2020,Q1,Unknown Causes,3.2
Pennsylvania,2020,Q1,Varroa Mites,15.5
Pennsylvania,2020,Q2,Disease,1.4
Pennsylvania,2020,Q2,Other Causes,3.3
Pennsylvania,2020,Q2,Pests (Excl Varroa Mites),2.6
Pennsylvania,2020,Q2,Unknown Causes,1.3
Pennsylvania,2020,Q2,Varroa Mites,26.6
Pennsylvania,2020,Q3,Disease,1.2
Pennsylvania,2020,Q3,Other Causes,5.5
Pennsylvania,2020,Q3,Pesticides,1.6
Pennsylvania,2020,Q3,Pests (Excl Varroa Mites),12.3
Pennsylvania,2020,Q3,Unknown Causes,2.3
Pennsylvania,2020,Q3,Varroa Mites,32.2
Pennsylvania,2020,Q4,Disease,1.3
Pennsylvania,2020,Q4,Other Causes,1.8
Pennsylvania,2020,Q4,Pesticides,1.9
Pennsylvania,2020,Q4,Pests (Excl Varroa Mites),3.9
Pennsylvania,2020,Q4,Unknown Causes,2.6
Pennsylvania,2020,Q4,Varroa Mites,28.1
Pennsylvania,2021,Q1,Other Causes,6.8
Pennsylvania,2021,Q1,Pesticides,0
Pennsylvania,2021,Q1,Pests (Excl Varroa Mites),11.6
Pennsylvania,2021,Q1,Unknown Causes,8.6
Pennsylvania,2021,Q1,Varroa Mites,18.1
Pennsylvania,2021,Q2,Disease,1.4
Pennsylvania,2021,Q2,Other Causes,1.2
Pennsylvania,2021,Q2,Pesticides,2.6
Pennsylvania,2021,Q2,Pests (Excl Varroa Mites),5
Pennsylvania,2021,Q2,Unknown Causes,0.5
Pennsylvania,2021,Q2,Varroa Mites,21.4
Pennsylvania,2021,Q3,Disease,1
Pennsylvania,2021,Q3,Other Causes,4.2
Pennsylvania,2021,Q3,Pesticides,2.6
Pennsylvania,2021,Q3,Pests (Excl Varroa Mites),15.3
Pennsylvania,2021,Q3,Unknown Causes,3.8
Pennsylvania,2021,Q3,Varroa Mites,40.5
Pennsylvania,2021,Q4,Disease,3.5
Pennsylvania,2021,Q4,Other Causes,7
Pennsylvania,2021,Q4,Pesticides,3.4
Pennsylvania,2021,Q4,Pests (Excl Varroa Mites),8.2
Pennsylvania,2021,Q4,Unknown Causes,1.1
Pennsylvania,2021,Q4,Varroa Mites,30.3
Pennsylvania,2022,Q1,Other Causes,3.1
Pennsylvania,2022,Q1,Pesticides,0.6
Pennsylvania,2022,Q1,Pests (Excl Varroa Mites),3.9
Pennsylvania,2022,Q1,Unknown Causes,3
Pennsylvania,2022,Q1,Varroa Mites,14.6
Pennsylvania,2022,Q2,Disease,0.6
Pennsylvania,2022,Q2,Other Causes,1.1
Pennsylvania,2022,Q2,Pests (Excl Varroa Mites),3.3
Pennsylvania,2022,Q2,Unknown Causes,2.1
Pennsylvania,2022,Q2,Varroa Mites,19
Pennsylvania,2022,Q3,Disease,0.6
Pennsylvania,2022,Q3,Other Causes,3.7
Pennsylvania,2022,Q3,Pesticides,1.7
Pennsylvania,2022,Q3,Pests (Excl Varroa Mites),4.6
Pennsylvania,2022,Q3,Unknown Causes,0.8
Pennsylvania,2022,Q3,Varroa Mites,25.8
Pennsylvania,2022,Q4,Disease,1.5
Pennsylvania,2022,Q4,Other Causes,3.1
Pennsylvania,2022,Q4,Pesticides,7.1
Pennsylvania,2022,Q4,Pests (Excl Varroa Mites),12.6
Pennsylvania,2022,Q4,Unknown Causes,4.9
Pennsylvania,2022,Q4,Varroa Mites,49.4
Pennsylvania,2023,Q1,Disease,2.5
Pennsylvania,2023,Q1,Other Causes,2
Pennsylvania,2023,Q1,Pesticides,0.7
Pennsylvania,2023,Q1,Pests (Excl Varroa Mites),4.6
Pennsylvania,2023,Q1,Unknown Causes,7.7
Pennsylvania,2023,Q1,Varroa Mites,20.9
Pennsylvania,2023,Q2,Disease,2.7
Pennsylvania,2023,Q2,Other Causes,1.1
Pennsylvania,2023,Q2,Pesticides,6.9
Pennsylvania,2023,Q2,Pests (Excl Varroa Mites),7.2
Pennsylvania,2023,Q2,Unknown Causes,1.1
Pennsylvania,2023,Q2,Varroa Mites,13.8
Pennsylvania,2023,Q3,Disease,1.4
Pennsylvania,2023,Q3,Other Causes,1.3
Pennsylvania,2023,Q3,Pesticides,2.7
Pennsylvania,2023,Q3,Pests (Excl Varroa Mites),4
Pennsylvania,2023,Q3,Unknown Causes,1.6
Pennsylvania,2023,Q3,Varroa Mites,19.6
Pennsylvania,2023,Q4,Other Causes,1.1
Pennsylvania,2023,Q4,Pesticides,8.8
Pennsylvania,2023,Q4,Pests (Excl Varroa Mites),10.4
Pennsylvania,2023,Q4,Unknown Causes,3
Pennsylvania,2023,Q4,Varroa Mites,30.1
Pennsylvania,2024,Q1,Disease,1.9
Pennsylvania,2024,Q1,Other Causes,3.2
Pennsylvania,2024,Q1,Pesticides,0
Pennsylvania,2024,Q1,Pests (Excl Varroa Mites),2.3
Pennsylvania,2024,Q1,Unknown Causes,5.7
Pennsylvania,2024,Q1,Varroa Mites,16.5
Pennsylvania,2024,Q2,Disease,1.2
Pennsylvania,2024,Q2,Other Causes,2
Pennsylvania,2024,Q2,Pesticides,7.7
Pennsylvania,2024,Q2,Pests (Excl Varroa Mites),10.7
Pennsylvania,2024,Q2,Unknown Causes,1.8
Pennsylvania,2024,Q2,Varroa Mites,30.1
Pennsylvania,2024,Q3,Disease,1.1
Pennsylvania,2024,Q3,Other Causes,4.1
Pennsylvania,2024,Q3,Pesticides,4.8
Pennsylvania,2024,Q3,Pests (Excl Varroa Mites),13.1
Pennsylvania,2024,Q3,Unknown Causes,4.9
Pennsylvania,2024,Q3,Varroa Mites,27.1
Pennsylvania,2024,Q4,Disease,2.7
Pennsylvania,2024,Q4,Other Causes,4.4
Pennsylvania,2024,Q4,Pesticides,7.3
Pennsylvania,2024,Q4,Pests (Excl Varroa Mites),13.3
Pennsylvania,2024,Q4,Unknown Causes,2.3
Pennsylvania,2024,Q4,Varroa Mites,30.3
Pennsylvania,2025,Q1,Disease,2.2
Pennsylvania,2025,Q1,Other Causes,3.6
Pennsylvania,2025,Q1,Pesticides,1.8
Pennsylvania,2025,Q1,Pests (Excl Varroa Mites),6.3
Pennsylvania,2025,Q1,Unknown Causes,4.6
Pennsylvania,2025,Q1,Varroa Mites,18.4
Pennsylvania,2025,Q2,Disease,1.1
Pennsylvania,2025,Q2,Other Causes,3.4
Pennsylvania,2025,Q2,Pests (Excl Varroa Mites),9.9
Pennsylvania,2025,Q2,Unknown Causes,2
Pennsylvania,2025,Q2,Varroa Mites,44.1
South Carolina,2015,Q1,Disease,0.2
South Carolina,2015,Q1,Other Causes,3.6
South Carolina,2015,Q1,Pesticides,0.3
South Carolina,2015,Q1,Pests (Excl Varroa Mites),2.3
South Carolina,2015,Q1,Unknown Causes,2.9
South Carolina,2015,Q1,Varroa Mites,10.5
South Carolina,2015,Q2,Disease,0.5
South Carolina,2015,Q2,Other Causes,3.7
South Carolina,2015,Q2,Pesticides,1.4
South Carolina,2015,Q2,Pests (Excl Varroa Mites),5.4
South Carolina,2015,Q2,Unknown Causes,0.7
South Carolina,2015,Q2,Varroa Mites,29.9
South Carolina,2015,Q3,Disease,18.3
South Carolina,2015,Q3,Other Causes,3.9
South Carolina,2015,Q3,Pesticides,14.7
South Carolina,2015,Q3,Pests (Excl Varroa Mites),31
South Carolina,2015,Q3,Unknown Causes,3
South Carolina,2015,Q3,Varroa Mites,58.4
South Carolina,2015,Q4,Disease,0.4
South Carolina,2015,Q4,Other Causes,5.8
South Carolina,2015,Q4,Pesticides,1.7
South Carolina,2015,Q4,Pests (Excl Varroa Mites),2.9
South Carolina,2015,Q4,Unknown Causes,0
South Carolina,2015,Q4,Varroa Mites,14.2
South Carolina,2016,Q1,Disease,0.6
South Carolina,2016,Q1,Other Causes,5.1
South Carolina,2016,Q1,Pesticides,2
South Carolina,2016,Q1,Pests (Excl Varroa Mites),2.3
South Carolina,2016,Q1,Unknown Causes,4.8
South Carolina,2016,Q1,Varroa Mites,10.7
South Carolina,2016,Q2,Disease,1
South Carolina,2016,Q2,Other Causes,14.3
South Carolina,2016,Q2,Pesticides,35.8
South Carolina,2016,Q2,Pests (Excl Varroa Mites),36.6
South Carolina,2016,Q2,Unknown Causes,1.3
South Carolina,2016,Q2,Varroa Mites,51.3
South Carolina,2016,Q3,Disease,0.1
South Carolina,2016,Q3,Other Causes,2.6
South Carolina,2016,Q3,Pesticides,2.6
South Carolina,2016,Q3,Pests (Excl Varroa Mites),18.8
South Carolina,2016,Q3,Unknown Causes,1.9
South Carolina,2016,Q3,Varroa Mites,20.4
South Carolina,2016,Q4,Disease,23.3
South Carolina,2016,Q4,Other Causes,25.9
South Carolina,2016,Q4,Pesticides,24.6
South Carolina,2016,Q4,Pests (Excl Varroa Mites),27.1
South Carolina,2016,Q4,Unknown Causes,1.9
South Carolina,2016,Q4,Varroa Mites,29
South Carolina,2017,Q1,Disease,0.4
South Carolina,2017,Q1,Other Causes,2.7
South Carolina,2017,Q1,Pesticides,1.1
South Carolina,2017,Q1,Pests (Excl Varroa Mites),5.3
South Carolina,2017,Q1,Unknown Causes,1.8
South Carolina,2017,Q1,Varroa Mites,12.6
South Carolina,2017,Q2,Disease,15.1
South Carolina,2017,Q2,Other Causes,4.1
South Carolina,2017,Q2,Pesticides,18.5
South Carolina,2017,Q2,Pests (Excl Varroa Mites),21.7
South Carolina,2017,Q2,Unknown Causes,0.4
South Carolina,2017,Q2,Varroa Mites,24.3
South Carolina,2017,Q3,Disease,0.2
South Carolina,2017,Q3,Other Causes,5.2
South Carolina,2017,Q3,Pesticides,3
South Carolina,2017,Q3,Pests (Excl Varroa Mites),11.8
South Carolina,2017,Q3,Unknown Causes,0.8
South Carolina,2017,Q3,Varroa Mites,26.4
South Carolina,2017,Q4,Disease,14.6
South Carolina,2017,Q4,Other Causes,1.9
South Carolina,2017,Q4,Pesticides,0.2
South Carolina,2017,Q4,Pests (Excl Varroa Mites),19.4
South Carolina,2017,Q4,Unknown Causes,1.9
South Carolina,2017,Q4,Varroa Mites,31.6
South Carolina,2018,Q1,Disease,0.7
South Carolina,2018,Q1,Other Causes,13.5
South Carolina,2018,Q1,Pesticides,2.6
South Carolina,2018,Q1,Pests (Excl Varroa Mites),15.5
South Carolina,2018,Q1,Unknown Causes,3
South Carolina,2018,Q1,Varroa Mites,29.3
South Carolina,2018,Q2,Disease,0.7
South Carolina,2018,Q2,Other Causes,10
South Carolina,2018,Q2,Pesticides,1.6
South Carolina,2018,Q2,Pests (Excl Varroa Mites),3.5
South Carolina,2018,Q2,Unknown Causes,3
South Carolina,2018,Q2,Varroa Mites,14.2
South Carolina,2018,Q3,Disease,0.7
South Carolina,2018,Q3,Other Causes,7.6
South Carolina,2018,Q3,Pesticides,32.4
South Carolina,2018,Q3,Pests (Excl Varroa Mites),53.4
South Carolina,2018,Q3,Unknown Causes,0.9
South Carolina,2018,Q3,Varroa Mites,76.8
South Carolina,2018,Q4,Disease,0.3
South Carolina,2018,Q4,Other Causes,1.3
South Carolina,2018,Q4,Pesticides,1.4
South Carolina,2018,Q4,Pests (Excl Varroa Mites),16.1
South Carolina,2018,Q4,Unknown Causes,5.5
South Carolina,2018,Q4,Varroa Mites,32.2
South Carolina,2019,Q1,Other Causes,12.4
South Carolina,2019,Q1,Pesticides,1.7
South Carolina,2019,Q1,Pests (Excl Varroa Mites),14.5
South Carolina,2019,Q1,Unknown Causes,1
South Carolina,2019,Q1,Varroa Mites,18.5
South Carolina,2019,Q3,Disease,0.6
South Carolina,2019,Q3,Other Causes,19.6
South Carolina,2019,Q3,Pesticides,16.2
South Carolina,2019,Q3,Pests (Excl Varroa Mites),11.6
South Carolina,2019,Q3,Unknown Causes,3.7
South Carolina,2019,Q3,Varroa Mites,44.9
South Carolina,2019,Q4,Disease,1.7
South Carolina,2019,Q4,Other Causes,13.1
South Carolina,2019,Q4,Pesticides,3.5
South Carolina,2019,Q4,Pests (Excl Varroa Mites),18.4
South Carolina,2019,Q4,Unknown Causes,6.3
South Carolina,2019,Q4,Varroa Mites,56.7
South Carolina,2020,Q1,Disease,9.6
South Carolina,2020,Q1,Other Causes,6.4
South Carolina,2020,Q1,Pests (Excl Varroa Mites),11.5
South Carolina,2020,Q1,Unknown Causes,5.4
South Carolina,2020,Q1,Varroa Mites,15.5
South Carolina,2020,Q2,Disease,0.5
South Carolina,2020,Q2,Other Causes,5.7
South Carolina,2020,Q2,Pests (Excl Varroa Mites),6.2
South Carolina,2020,Q2,Unknown Causes,0.5
South Carolina,2020,Q2,Varroa Mites,29.1
South Carolina,2020,Q3,Other Causes,1.5
South Carolina,2020,Q3,Pesticides,6.2
South Carolina,2020,Q3,Pests (Excl Varroa Mites),28.9
South Carolina,2020,Q3,Unknown Causes,0.9
South Carolina,2020,Q3,Varroa Mites,27.1
South Carolina,2020,Q4,Disease,0
South Carolina,2020,Q4,Other Causes,2.7
South Carolina,2020,Q4,Pesticides,1.3
South Carolina,2020,Q4,Pests (Excl Varroa Mites),4.2
South Carolina,2020,Q4,Unknown Causes,3.8
South Carolina,2020,Q4,Varroa Mites,22.9
South Carolina,2021,Q1,Other Causes,4.1
South Carolina,2021,Q1,Pesticides,3.2
South Carolina,2021,Q1,Pests (Excl Varroa Mites),10.1
South Carolina,2021,Q1,Unknown Causes,0.9
South Carolina,2021,Q1,Varroa Mites,48.5
South Carolina,2021,Q2,Disease,2.1
South Carolina,2021,Q2,Other Causes,9.1
South Carolina,2021,Q2,Pests (Excl Varroa Mites),32.7
South Carolina,2021,Q2,Unknown Causes,5
South Carolina,2021,Q2,Varroa Mites,48.4
South Carolina,2021,Q3,Disease,2.8
South Carolina,2021,Q3,Other Causes,4.3
South Carolina,2021,Q3,Pesticides,1.3
South Carolina,2021,Q3,Pests (Excl Varroa Mites),5.3
South Carolina,2021,Q3,Unknown Causes,3.2
South Carolina,2021,Q3,Varroa Mites,15.8
South Carolina,2021,Q4,Other Causes,0.8
South Carolina,2021,Q4,Pesticides,11.3
South Carolina,2021,Q4,Pests (Excl Varroa Mites),5.5
South Carolina,2021,Q4,Unknown Causes,2
South Carolina,2021,Q4,Varroa Mites,28.1
South Carolina,2022,Q1,Disease,0
South Carolina,2022,Q1,Other Causes,4.5
South Carolina,2022,Q1,Pests (Excl Varroa Mites),3.8
South Carolina,2022,Q1,Unknown Causes,3.1
South Carolina,2022,Q1,Varroa Mites,38
South Carolina,2022,Q2,Disease,0
South Carolina,2022,Q2,Other Causes,1.2
South Carolina,2022,Q2,Pesticides,12.8
South Carolina,2022,Q2,Pests (Excl Varroa Mites),29.2
South Carolina,2022,Q2,Unknown Causes,0.9
South Carolina,2022,Q2,Varroa Mites,30
South Carolina,2022,Q3,Disease,5.6
South Carolina,2022,Q3,Other Causes,7.1
South Carolina,2022,Q3,Pesticides,6.7
South Carolina,2022,Q3,Pests (Excl Varroa Mites),24.7
South Carolina,2022,Q3,Unknown Causes,5.6
South Carolina,2022,Q3,Varroa Mites,34.9
South Carolina,2022,Q4,Disease,0
South Carolina,2022,Q4,Other Causes,4.9
South Carolina,2022,Q4,Pesticides,0.5
South Carolina,2022,Q4,Pests (Excl Varroa Mites),2.4
South Carolina,2022,Q4,Unknown Causes,1.4
South Carolina,2022,Q4,Varroa Mites,23.6
South Carolina,2023,Q1,Disease,0
South Carolina,2023,Q1,Other Causes,10.4
South Carolina,2023,Q1,Pests (Excl Varroa Mites),7.3
South Carolina,2023,Q1,Unknown Causes,7.4
South Carolina,2023,Q1,Varroa Mites,32.2
South Carolina,2023,Q2,Disease,0.7
South Carolina,2023,Q2,Other Causes,16
South Carolina,2023,Q2,Pests (Excl Varroa Mites),5.8
South Carolina,2023,Q2,Unknown Causes,2.7
South Carolina,2023,Q2,Varroa Mites,32.7
South Carolina,2023,Q3,Other Causes,13.6
South Carolina,2023,Q3,Pesticides,3.4
South Carolina,2023,Q3,Pests (Excl Varroa Mites),24.6
South Carolina,2023,Q3,Unknown Causes,1.4
South Carolina,2023,Q3,Varroa Mites,53.3
South Carolina,2023,Q4,Disease,9.5
South Carolina,2023,Q4,Other Causes,5.9
South Carolina,2023,Q4,Pesticides,16.3
South Carolina,2023,Q4,Pests (Excl Varroa Mites),8
South Carolina,2023,Q4,Unknown Causes,10.2
South Carolina,2023,Q4,Varroa Mites,48.9
South Carolina,2024,Q1,Other Causes,3.3
South Carolina,2024,Q1,Pesticides,1.8
South Carolina,2024,Q1,Pests (Excl Varroa Mites),7.4
South Carolina,2024,Q1,Unknown Causes,3.5
South Carolina,2024,Q1,Varroa Mites,36.1
South Carolina,2024,Q2,Disease,1.9
South Carolina,2024,Q2,Other Causes,5.4
South Carolina,2024,Q2,Pesticides,8.2
South Carolina,2024,Q2,Pests (Excl Varroa Mites),26.7
South Carolina,2024,Q2,Unknown Causes,1.2
South Carolina,2024,Q2,Varroa Mites,31.6
South Dakota,2015,Q1,Disease,0.3
South Dakota,2015,Q1,Other Causes,1.2
South Dakota,2015,Q1,Pesticides,0.5
South Dakota,2015,Q1,Pests (Excl Varroa Mites),0.9
South Dakota,2015,Q1,Unknown Causes,1.8
South Dakota,2015,Q1,Varroa Mites,1.2
South Dakota,2015,Q2,Disease,1.8
South Dakota,2015,Q2,Other Causes,1.4
South Dakota,2015,Q2,Pesticides,2
South Dakota,2015,Q2,Pests (Excl Varroa Mites),11.1
South Dakota,2015,Q2,Unknown Causes,1.5
South Dakota,2015,Q2,Varroa Mites,9.8
South Dakota,2015,Q3,Disease,2
South Dakota,2015,Q3,Other Causes,1.9
